gion code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
26,34,"Туркменское районное отделение судебных приставов","356540, Россия, Ставропольский край, Туркменский р-н, , с. Летняя Ставка, ул. Советская, 154, ,","Хальзов Александр Сергеевич","+7(86565) 2-15-29","+7(86565) 2-15-29",+7(962)440-87-91,+78652258191,"вторник с 09.00 до 15.00, четверг с 14.00 до 18.00","- Летнеставочный сельсовет"
26,35,"Шпаковское районное отделение судебных приставов","356245, Россия, Ставропольский край, Шпаковский р-н, г. Михайловск, , ул. Вавилова, 51, ,","Рамхен Алексей Андреевич","+7(86553) 5-55-74","+7(86553) 5-55-75",+7(962)440-93-72,+78652258191,"вторник с 09.00 до 15.00, четверг с 14.00 до 18.00","Шпаковский муниципальный район"
26,37,"Межрайонный отдел судебных приставов по исполнению особых исполнительных производств","355017, Россия, Ставропольский край, , г. Ставрополь, , ул. Мира, 280, 2,","Маркин Константин Валерьевич","+7(8652) 94-66-59","+7(8652) 94-66-59",+7(962)440-90-71,+78652258191,"вторник с 09.00 до 15.00, четверг с 14.00 до 18.00","- город Ставрополь"
26,39,"Промышленный районный отдел судебных приставов города Ставрополя","355037, Россия, Ставропольский край, , г. Ставрополь, , ул. Шпаковская, 107, А,","Богданова Марина Сергеевна",+7(8652)55-28-78,"+7(8652) 55-28-53",+7(909)759-07-89,+7(8652)55-28-23,"вторник с 09.00 до 15.00, четверг с 14.00 до 18.00","Муниципальные образования Ставропольского края"
26,40,"Октябрьское районное отделение судебных приставов города Ставрополя","355017, Россия, Ставропольский край, , г. Ставрополь, , ул. Мира, 280, 2,","Арутюнов Степан Сергеевич","+7(8652) 26-19-21","+7(8652) 94-02-88",+7(962)440-93-89,+78652258191,"вторник с 09.00 до 15.00, четверг с 14.00 до 18.00","Муниципальные образования Ставропольского края"
26,41,"Ленинский районный отдел судебных приставов города Ставрополя","355029, Россия, Ставропольский край, , г. Ставрополь, , ул. Ленина, 384, ,","Акопян Анжела Камовна","+7(8652) 95-54-85","+7(8652) 95-54-85",+7(962)440-91-18,+78652258191,"вторник с 09.00 до 15.00, четверг с 14.00 до 18.00","Муниципальные образования Ставропольского края"
26,42,"Ессентукское городское отделение судебных приставов","357601, Россия, Ставропольский край, , г. Ессентуки, , ул. Гагарина, 23, , ","Кочкаев Дмитрий Генадьевич","+7(87934) 6-30-97","+7(87934) 6-30-97",+7(962)440-93-05,+78652258191,"вторник с 09.00 до 15.00, четверг с 14.00 до 18.00","- город-курорт Ессентуки"
26,43,"Предгорное районное отделение судебных приставов","357350, Россия, Ставропольский край, Предгорный р-н, , ст-ца Ессентукская, пер. Раевского, 3, ,","Девятов Антон Юрьевич",+7(87934)5-07-11,+7(87934)5-07-11,+7(962)440-93-13,+78652258191,"вторник с 09.00 до 15.00, четверг с 14.00 до 18.00","Предгорный муниципальный район"
26,44,"Отделение оперативного дежурства","355017, , , , г. Ставрополь, , ул. Маршала Жукова, д. 46, , ","Прокудин Владимир Викторович","+7(8652) 23-24-92","+7(8652) 24-10-12 ",,+78652258191,"понедельник-четверг с 9.00 до 18.00, пятница 9.00 до 16.45; перерыв с 13.00 до 13.45","- город Ставрополь"
26,45,"Отделение судебных приставов по исполнению исполнительных документов о взыскании алиментных платежей по городу Ставрополю, Грачевскому и Шпаковскому районам","355037, Россия, Ставропольский край, , г. Ставрополь, , ул. Шпаковская, 107, А,","Данилкив Игорь Сергеевич",+7(8652)55-28-19,+7(8652)55-28-24,+7(962)440-91-45,+78652258191,"вторник с 09.00 до 15.00,          четверг с 14.00 до 18.00","Муниципальные образования Ставропольского края"
